date,mean,max,min
2019-08-13,9.968125,12.5,7.8
2019-08-14,10.115,13.1,7.3
2019-08-15,11.038333333333334,15.5,5.2
2019-08-16,11.832708333333333,15.4,8.2
2019-08-17,10.008472222222222,15.6,4.4
2019-08-18,12.255763888888888,19.3,7.1
2019-08-19,8.050694444444444,12.2,5.1
2019-08-20,11.850138888888889,15.6,8.2
2019-08-21,13.263194444444444,16.4,11.1
2019-08-22,10.079513888888888,12.6,5.8
2019-08-23,8.612708333333332,15.2,1.3
2019-08-24,11.969027777777779,17.4,8.1
2019-08-25,8.561388888888889,12.9,4.9
2019-08-26,8.444305555555555,14.3,3.6
2019-08-27,8.904930555555556,16.0,1.9
2019-08-28,8.241041666666668,12.7,4.7
2019-08-29,7.610625,12.8,3.2
2019-08-30,7.504583333333334,16.4,-0.1
2019-08-31,10.171041666666666,17.6,1.7
2019-09-01,13.283333333333333,19.9,9.9
2019-09-02,12.88451388888889,17.0,9.7
2019-09-03,14.008055555555554,22.6,8.0
2019-09-04,12.766180555555556,20.0,8.0
2019-09-05,13.135069444444444,21.1,6.6
2019-09-06,11.234791666666666,15.7,8.6
